,600820.SH:207000,000541.SZ:89850,600256.SH:13000,000027.SZ:30000,002939.SZ:500,601577.SH:1000,601138.SH:500,total 
20180614,6.46,6.66,4.04,5.38,9.09,11.51,23.29,2177241.0
20180613,6.47,6.64,4.02,5.4,9.09,11.51,25.72,2179069.0
20180612,6.6,6.73,4.1,5.52,9.09,11.51,23.99,2217840.5
20180611,6.57,6.61,4.08,5.49,9.09,11.51,21.81,2198598.5
20180608,6.63,6.72,4.17,5.53,9.09,11.51,19.83,2222282.0
20180607,6.84,6.83,4.19,5.63,9.09,11.51,19.83,2278895.5
20180606,6.87,6.85,4.27,5.67,9.09,11.51,19.83,2289142.5
20180605,6.93,6.85,4.26,5.7,9.09,11.51,19.83,2302332.5
20180604,6.87,6.72,4.23,5.67,9.09,11.51,19.83,2276942.0
20180601,6.9,6.66,4.28,5.71,9.09,11.51,19.83,2279611.0
20180531,7.0,6.66,4.23,5.76,9.09,11.51,19.83,2301161.0
20180530,6.89,6.64,4.1,5.58,9.09,11.51,19.83,2269504.0
20180529,7.05,6.91,4.33,5.67,9.09,11.51,19.83,2332573.5
20180528,7.13,6.97,4.42,5.73,9.09,11.51,19.83,2357494.5
20180525,7.1,6.96,4.43,5.72,9.09,11.51,19.83,2350216.0
20180524,7.2,7.04,4.5,5.83,9.09,11.51,19.83,2382314.0
20180523,7.19,7.04,4.53,5.8,9.09,11.51,19.83,2379734.0
20180522,7.28,7.16,4.74,5.81,9.09,11.51,19.83,2412176.0
20180521,7.3,7.15,4.59,5.76,9.09,11.51,19.83,2411967.5
20180518,7.27,7.09,4.59,5.72,9.09,11.51,19.83,2399166.5
20180517,7.24,7.06,4.37,5.71,9.09,11.51,19.83,2387101.0
20180516,7.24,7.08,4.3,5.68,9.09,11.51,19.83,2387088.0
20180515,7.08,7.11,4.33,5.69,9.09,11.51,19.83,2357353.5
20180514,7.01,7.13,4.37,5.66,9.09,11.51,19.83,2344280.5
20180511,7.05,7.23,4.33,5.71,9.09,11.51,19.83,2362525.5
20180510,7.11,8.36,4.36,5.75,9.09,11.51,19.83,2478066.0
20180509,7.13,8.32,4.34,5.7,9.09,11.51,19.83,2476852.0
20180508,7.07,8.32,4.35,5.68,9.09,11.51,19.83,2463962.0
20180507,7.01,8.29,4.31,5.67,9.09,11.51,19.83,2448026.5
20180504,6.94,8.01,4.2,5.65,9.09,11.51,19.83,2406348.5
20180503,7.0,8.04,4.23,5.64,9.09,11.51,19.83,2421554.0
20180502,7.01,8.04,4.1,5.63,9.09,11.51,19.83,2421634.0
20180427,6.98,8.11,4.02,5.66,9.09,11.51,19.83,2421573.5
20180426,6.93,8.13,4.01,5.58,9.09,11.51,19.83,2410490.5
20180425,6.97,8.16,4.06,5.65,9.09,11.51,19.83,2424216.0
20180424,6.98,8.19,4.08,5.67,9.09,11.51,19.83,2429841.5
20180423,6.86,8.11,4.01,5.62,9.09,11.51,19.83,2395403.5
20180420,6.89,8.19,4.05,5.62,9.09,11.51,19.83,2409321.5
20180419,7.03,8.34,4.15,5.73,9.09,11.51,19.83,2456379.0
20180418,7.01,8.32,4.2,5.75,9.09,11.51,19.83,2451692.0
20180417,7.0,8.31,4.12,5.69,9.09,11.51,19.83,2445883.5
20180416,7.07,8.33,4.1,5.79,9.09,11.51,19.83,2464910.5
20180413,7.13,8.5,4.18,5.88,9.09,11.51,19.83,2496345.0
20180412,7.17,8.46,4.19,5.91,9.09,11.51,19.83,2502061.0
20180411,7.23,8.52,4.2,6.02,9.09,11.51,19.83,2523302.0
20180410,7.19,8.56,4.03,6.1,9.09,11.51,19.83,2518806.0
20180409,7.1,8.51,4.03,5.93,9.09,11.51,19.83,2490583.5
20180404,7.11,8.54,4.03,5.78,9.09,11.51,19.83,2490849.0
20180403,7.11,8.55,4.03,5.89,9.09,11.51,19.83,2495047.5
20180402,7.28,8.66,4.03,5.88,9.09,11.51,19.83,2539821.0
20180330,7.24,8.66,4.03,5.84,9.09,11.51,19.83,2530341.0
20180329,7.24,8.63,4.03,5.8,9.09,11.51,19.83,2526445.5
20180328,7.16,8.53,4.03,5.71,9.09,11.51,19.83,2498200.5
20180327,7.17,8.6,4.03,5.74,9.09,11.51,19.83,2507460.0
20180326,7.08,8.42,4.03,5.7,9.09,11.51,19.83,2471457.0
20180323,7.1,8.32,4.03,5.64,9.09,11.51,19.83,2464812.0
20180322,7.49,8.64,4.03,5.85,9.09,11.51,19.83,2580594.0
20180321,7.51,8.62,4.03,5.87,9.09,11.51,19.83,2583537.0
20180320,7.48,8.66,4.03,5.88,9.09,11.51,19.83,2581221.0
20180319,7.53,8.75,4.19,5.96,9.09,11.51,19.83,2604137.5
20180316,7.61,8.72,4.22,5.9,9.09,11.51,19.83,2616592.0
20180315,7.66,8.79,4.27,5.91,9.09,11.51,19.83,2634181.5
20180314,7.65,8.85,4.43,5.88,9.09,11.51,19.83,2638682.5
20180313,7.73,8.88,4.54,5.91,9.09,11.51,19.83,2660268.0
20180312,7.8,8.96,4.49,5.92,9.09,11.51,19.83,2681596.0
20180309,7.72,8.92,4.49,5.92,9.09,11.51,19.83,2661442.0
20180308,7.67,8.83,4.4,5.99,9.09,11.51,19.83,2643935.5
20180307,7.65,8.83,4.39,5.88,9.09,11.51,19.83,2636365.5
20180306,7.69,8.91,4.48,5.99,9.09,11.51,19.83,2656303.5
20180305,7.62,8.75,4.46,5.7,9.09,11.51,19.83,2618477.5
20180302,7.64,8.73,4.43,5.67,9.09,11.51,19.83,2619530.5
20180301,7.68,8.8,4.45,5.67,9.09,11.51,19.83,2634360.0
20180228,7.6,8.78,4.44,5.65,9.09,11.51,19.83,2615273.0
20180227,7.63,8.68,4.51,5.67,9.09,11.51,19.83,2614008.0
20180226,7.66,8.76,4.6,5.71,9.09,11.51,19.83,2629776.0
20180223,7.54,8.63,4.45,5.65,9.09,11.51,19.83,2589505.5
20180222,7.51,8.6,4.32,5.65,9.09,11.51,19.83,2578910.0
20180214,7.4,8.46,4.26,5.61,9.09,11.51,19.83,2541581.0
20180213,7.38,8.44,4.28,5.6,9.09,11.51,19.83,2535604.0
20180212,7.33,8.41,4.26,5.58,9.09,11.51,19.83,2521698.5
20180209,7.25,8.26,4.12,5.52,9.09,11.51,19.83,2488041.0
20180208,7.66,8.53,4.42,5.67,9.09,11.51,19.83,2605570.5
20180207,7.62,8.45,4.39,5.64,9.09,11.51,19.83,2588812.5
20180206,7.65,8.38,4.36,5.63,9.09,11.51,19.83,2588043.0
20180205,8.04,9.0,4.74,5.81,9.09,11.51,19.83,2734820.0
20180202,8.04,9.01,4.8,5.9,9.09,11.51,19.83,2739198.5
20180201,8.06,8.99,4.75,5.93,9.09,11.51,19.83,2741791.5
20180131,8.26,9.13,5.03,6.07,9.09,11.51,19.83,2803610.5
20180130,8.36,9.44,5.14,6.18,9.09,11.51,19.83,2856894.0
20180129,8.36,9.41,5.08,6.16,9.09,11.51,19.83,2852818.5
20180126,8.5,9.59,4.92,6.2,9.09,11.51,19.83,2897091.5
20180125,8.51,9.48,4.92,6.21,9.09,11.51,19.83,2889578.0
20180124,8.52,9.51,4.91,6.19,9.09,11.51,19.83,2893613.5
20180123,8.45,9.43,4.83,6.16,9.09,11.51,19.83,2869995.5
20180122,8.46,9.5,4.9,6.14,9.09,11.51,19.83,2878665.0
20180119,8.41,9.47,4.88,6.11,9.09,11.51,19.83,2864459.5
20180118,8.49,9.49,4.8,6.1,9.09,11.51,19.83,2881476.5
20180117,8.34,9.47,4.82,6.11,9.09,11.51,19.83,2849189.5
20180116,8.26,9.17,4.83,6.07,9.09,11.51,19.83,2804604.5
20180115,8.21,9.08,4.82,6.04,9.09,11.51,19.83,2785138.0
20180112,8.37,9.21,4.99,6.13,9.09,11.51,19.83,2834848.5
20180111,8.42,9.29,5.1,6.14,9.09,11.51,19.83,2854116.5
20180110,8.44,9.29,5.25,6.15,9.09,11.51,19.83,2860506.5
20180109,8.52,9.35,5.11,6.14,9.09,11.51,19.83,2880337.5
20180108,8.61,9.39,5.12,6.19,9.09,11.51,19.83,2904191.5
20180105,8.63,9.21,5.05,6.17,9.09,11.51,19.83,2890648.5000000005
20180104,8.52,9.25,5.23,6.13,9.09,11.51,19.83,2872612.5
20180103,8.54,9.26,5.19,6.13,9.09,11.51,19.83,2877131.0
20180102,8.52,9.25,5.19,6.1,9.09,11.51,19.83,2871192.5
20171229,8.36,9.2,5.06,6.06,9.09,11.51,19.83,2830689.9999999995
20171228,8.26,9.11,5.06,6.03,9.09,11.51,19.83,2801003.5
20171227,8.27,9.06,5.13,6.04,9.09,11.51,19.83,2799791.0
20171226,8.28,9.13,5.4,6.07,9.09,11.51,19.83,2812560.5
20171225,8.15,9.0,5.28,6.06,9.09,11.51,19.83,2772110.0
20171222,8.24,9.08,5.45,6.15,9.09,11.51,19.83,2802838.0
20171221,8.32,9.04,5.41,6.06,9.09,11.51,19.83,2812584.0
20171220,8.37,9.03,5.37,6.05,9.09,11.51,19.83,2821215.5
20171219,8.51,9.11,5.1,6.07,9.09,11.51,19.83,2854473.5
20171218,8.5,9.03,4.94,6.05,9.09,11.51,19.83,2842535.5
20171215,8.46,9.1,5.06,6.11,9.09,11.51,19.83,2843905.0
20171214,8.46,9.25,5.05,6.05,9.09,11.51,19.83,2855452.5
20171213,8.47,9.22,4.77,6.05,9.09,11.51,19.83,2851187.0
20171212,8.49,9.19,4.88,6.03,9.09,11.51,19.83,2853461.5
20171211,8.62,9.37,4.91,6.09,9.09,11.51,19.83,2898734.4999999995
20171208,8.54,9.22,5.04,6.03,9.09,11.51,19.83,2868587.0
20171207,8.5,9.16,5.0,5.98,9.09,11.51,19.83,2852896.0
20171206,8.54,9.33,5.08,5.96,9.09,11.51,19.83,2876890.5
20171205,8.52,9.26,4.79,5.96,9.09,11.51,19.83,2862691.0
20171204,8.72,9.51,4.81,6.05,9.09,11.51,19.83,2929513.5
20171201,8.92,9.66,4.5,6.1,9.09,11.51,19.83,2981861.0
20171130,8.94,9.76,4.34,6.12,9.09,11.51,19.83,2993506.0
20171129,8.88,9.89,4.32,6.05,9.09,11.51,19.83,2990406.5
20171128,9.03,9.95,4.27,6.06,9.09,11.51,19.83,3026497.4999999995
20171127,8.99,9.65,4.12,6.03,9.09,11.51,19.83,2988412.5
20171124,9.09,9.84,4.19,6.05,9.09,11.51,19.83,3027694.0
20171123,9.18,9.41,4.16,6.04,9.09,11.51,19.83,3006998.5
20171122,9.28,9.7,4.14,6.14,9.09,11.51,19.83,3056494.9999999995
20171121,9.27,9.77,4.1,6.15,9.09,11.51,19.83,3060494.5
20171120,9.38,9.32,4.13,6.13,9.09,11.51,19.83,3042622.0
20171117,9.39,9.27,4.13,6.21,9.09,11.51,19.83,3042599.5
20171116,9.31,9.55,4.22,6.3,9.09,11.51,19.83,3055067.5
20171115,9.36,9.45,4.24,6.36,9.09,11.51,19.83,3058492.4999999995
20171114,9.36,9.29,4.27,6.33,9.09,11.51,19.83,3043606.4999999995
20171113,9.4,9.36,4.36,6.38,9.09,11.51,19.83,3060846.0
20171110,9.46,9.37,4.29,6.38,9.09,11.51,19.83,3073254.5
20171109,9.56,9.29,4.35,6.41,9.09,11.51,19.83,3088446.5
20171108,9.56,9.15,4.37,6.41,9.09,11.51,19.83,3076127.5
20171107,9.55,9.15,4.38,6.38,9.09,11.51,19.83,3073287.5
20171106,9.63,9.16,4.21,6.34,9.09,11.51,19.83,3087336.0
20171103,9.68,9.13,4.18,6.33,9.09,11.51,19.83,3094300.5
20171102,9.66,9.29,4.17,6.35,9.09,11.51,19.83,3105006.5
20171101,9.61,9.27,4.2,6.39,9.09,11.51,19.83,3094449.5
20171031,9.54,9.22,4.21,6.39,9.09,11.51,19.83,3075597.0
20171030,9.58,9.13,4.2,6.35,9.09,11.51,19.83,3074460.5
20171027,9.57,9.33,4.3,6.42,9.09,11.51,19.83,3093760.5
20171026,9.69,9.32,4.27,6.46,9.09,11.51,19.83,3118512.0
20171025,9.61,9.33,4.28,6.46,9.09,11.51,19.83,3102980.5
20171024,9.64,9.22,4.25,6.45,9.09,11.51,19.83,3098617.0
20171023,9.48,9.28,4.27,6.46,9.09,11.51,19.83,3071448.0
20171020,9.5,9.2,4.18,6.46,9.09,11.51,19.83,3067230.0
20171019,9.35,9.13,4.15,6.42,9.09,11.51,19.83,3028300.5
20171018,9.44,9.22,4.2,6.44,9.09,11.51,19.83,3056267.0
20171017,9.53,9.29,4.2,6.5,9.09,11.51,19.83,3082986.4999999995
20171016,9.59,9.25,4.18,6.51,9.09,11.51,19.83,3091852.5
20171013,9.78,9.46,4.23,6.59,9.09,11.51,19.83,3153101.0
20171012,9.78,9.45,4.23,6.49,9.09,11.51,19.83,3149202.4999999995
20171011,9.86,9.59,4.26,6.52,9.09,11.51,19.83,3179631.5
20171010,9.79,9.2,4.26,6.53,9.09,11.51,19.83,3130399.9999999995
20171009,9.74,9.11,4.26,6.49,9.09,11.51,19.83,3110763.5
20170929,9.69,9.04,4.21,6.45,9.09,11.51,19.83,3092274.0
20170928,9.66,9.02,4.14,6.47,9.09,11.51,19.83,3083957.0
20170927,9.67,9.05,4.17,6.42,9.09,11.51,19.83,3087612.5
20170926,9.65,9.05,4.14,6.42,9.09,11.51,19.83,3083082.5
20170925,9.67,9.03,4.12,6.41,9.09,11.51,19.83,3084865.5
20170922,9.73,9.12,4.17,6.47,9.09,11.51,19.83,3107822.0
20170921,9.68,9.16,4.21,6.53,9.09,11.51,19.83,3103386.0
20170920,9.69,9.25,4.23,6.54,9.09,11.51,19.83,3114102.5
20170919,9.76,9.15,4.23,6.53,9.09,11.51,19.83,3119307.5
20170918,9.96,9.2,4.23,6.57,9.09,11.51,19.83,3166400.0
20170915,9.99,9.23,4.22,6.56,9.09,11.51,19.83,3174875.5
20170914,9.95,9.27,4.25,6.57,9.09,11.51,19.83,3170879.5
20170913,9.87,9.22,4.27,6.57,9.09,11.51,19.83,3150087.0
20170912,9.85,9.21,4.3,6.58,9.09,11.51,19.83,3145738.5
20170911,9.95,9.26,4.29,6.61,9.09,11.51,19.83,3171701.0
20170908,9.98,9.14,4.28,6.65,9.09,11.51,19.83,3168199.0
20170907,9.94,9.12,4.29,6.56,9.09,11.51,19.83,3155552.0
20170906,9.99,9.2,4.34,6.59,9.09,11.51,19.83,3174640.0
20170905,10.1,9.11,4.35,6.6,9.09,11.51,19.83,3189753.5
20170904,10.21,9.14,4.34,6.63,9.09,11.51,19.83,3215989.0
20170901,10.11,9.1,4.35,6.62,9.09,11.51,19.83,3191525.0
20170831,10.13,9.08,4.29,6.59,9.09,11.51,19.83,3192188.0
20170830,10.09,9.07,4.28,6.59,9.09,11.51,19.83,3182879.5
20170829,10.16,9.09,4.26,6.6,9.09,11.51,19.83,3199206.5
20170828,10.25,9.07,4.28,6.59,9.09,11.51,19.83,3215999.5
20170825,10.44,9.05,4.25,6.53,9.09,11.51,19.83,3251342.5
20170824,10.44,8.99,4.18,6.47,9.09,11.51,19.83,3243241.5
20170823,10.28,8.97,4.24,6.5,9.09,11.51,19.83,3210004.5
20170822,10.4,9.04,4.27,6.53,9.09,11.51,19.83,3242424.0
20170821,10.3,9.11,4.32,6.54,9.09,11.51,19.83,3228963.5
20170818,10.11,9.1,4.29,6.51,9.09,11.51,19.83,3187445.0
20170817,9.6,9.13,4.29,6.52,9.09,11.51,19.83,3084870.5
20170816,9.41,8.97,4.26,6.45,9.09,11.51,19.83,3028674.5
20170815,9.41,8.94,4.43,6.44,9.09,11.51,19.83,3027889.0
20170814,9.44,8.97,4.42,6.44,9.09,11.51,19.83,3036664.5
20170811,9.26,8.86,4.36,6.41,9.09,11.51,19.83,2987841.0
20170810,9.47,8.93,4.52,6.55,9.09,11.51,19.83,3043880.5
20170809,9.5,9.06,4.58,6.6,9.09,11.51,19.83,3064051.0
20170808,9.56,8.97,4.52,6.6,9.09,11.51,19.83,3067604.5
20170807,9.57,9.0,4.52,6.58,9.09,11.51,19.83,3071770.0
20170804,9.51,9.02,4.5,6.56,9.09,11.51,19.83,3060287.0
20170803,9.52,9.03,4.46,6.6,9.09,11.51,19.83,3063935.5
20170802,9.48,9.07,4.44,6.61,9.09,11.51,19.83,3059289.5
20170801,9.57,9.19,4.43,6.64,9.09,11.51,19.83,3089471.5
20170731,9.55,9.1,4.38,6.64,9.09,11.51,19.83,3076595.0
20170728,9.53,8.98,4.28,6.61,9.09,11.51,19.83,3059473.0
20170727,9.6,8.99,4.32,6.61,9.09,11.51,19.83,3075381.5
20170726,9.58,8.9,4.32,6.56,9.09,11.51,19.83,3061655.0
20170725,9.69,8.92,4.3,6.61,9.09,11.51,19.83,3087462.0
20170724,9.74,8.97,4.35,6.67,9.09,11.51,19.83,3104754.5
20170721,9.67,8.9,4.28,6.66,9.09,11.51,19.83,3082765.0
20170720,9.7,8.96,4.26,6.68,9.09,11.51,19.83,3094706.0
20170719,9.69,8.95,4.24,6.6,9.09,11.51,19.83,3089077.5
20170718,9.52,8.85,4.11,6.52,9.09,11.51,19.83,3040812.5
20170717,9.88,8.85,4.13,6.49,9.09,11.51,19.83,3114692.5
20170714,10.14,9.16,4.25,6.81,9.09,11.51,19.83,3207526.0
20170713,10.13,9.2,4.23,6.78,9.09,11.51,19.83,3207890.0
20170712,9.98,9.25,4.18,6.76,9.09,11.51,19.83,3180082.5
20170711,9.98,9.3,4.19,6.85,9.09,11.51,19.83,3187405.0
20170710,10.09,9.27,4.24,6.84,9.09,11.51,19.83,3207829.5
20170707,9.99,9.25,4.23,6.82,9.09,11.51,19.83,3184602.5
20170706,9.96,9.25,4.22,6.81,9.09,11.51,19.83,3177962.5
20170705,10.0,9.14,4.21,6.83,9.09,11.51,19.83,3176829.0
20170704,10.02,9.12,4.18,6.8,9.09,11.51,19.83,3177882.0
20170703,10.08,9.15,4.2,6.82,9.09,11.51,19.83,3193857.5
20170630,10.1,9.11,4.14,6.73,9.09,11.51,19.83,3190923.5
20170629,10.01,9.12,4.17,6.72,9.09,11.51,19.83,3173282.0
20170628,10.02,9.11,4.15,6.91,9.09,11.51,19.83,3179893.5
20170627,9.97,9.13,4.16,6.95,9.09,11.51,19.83,3172670.5000000005
20170626,10.01,9.18,4.15,6.94,9.09,11.51,19.83,3185013.0
20170623,9.96,9.07,4.1,6.83,9.09,11.51,19.83,3160829.5
20170622,9.89,9.09,4.11,6.77,9.09,11.51,19.83,3146466.5
20170621,9.78,9.15,4.17,6.78,9.09,11.51,19.83,3130167.5
20170620,9.73,9.19,4.15,6.79,9.09,11.51,19.83,3123451.5
20170619,9.69,9.15,4.14,6.77,9.09,11.51,19.83,3110847.5
20170616,9.72,9.13,4.1,6.75,9.09,11.51,19.83,3114140.5000000005
20170615,9.8,9.19,4.11,6.78,9.09,11.51,19.83,3137121.5
20170614,9.78,9.14,4.12,6.77,9.09,11.51,19.83,3128319.0
20170613,9.83,9.2,4.11,6.8,9.09,11.51,19.83,3144830.0
20170612,9.83,9.08,4.08,6.74,9.09,11.51,19.83,3131858.0
20170609,9.93,9.17,4.14,6.88,9.09,11.51,19.83,3165624.5
20170608,9.69,9.25,4.16,6.8,9.09,11.51,19.83,3120992.5
20170607,9.72,9.83,4.19,6.77,9.09,11.51,19.83,3178805.5
20170606,9.56,9.71,4.15,6.65,9.09,11.51,19.83,3130783.5
20170605,9.64,9.65,4.11,6.62,9.09,11.51,19.83,3140532.5
20170602,9.73,9.58,4.15,6.65,9.09,11.51,19.83,3154293.0
20170601,9.74,9.4,4.18,6.5,9.09,11.51,19.83,3136080.0
20170531,9.6,9.34,4.11,6.66,9.09,11.51,19.83,3105599.0
20170526,9.5,9.27,4.11,6.64,9.09,11.51,19.83,3078009.5
20170525,9.54,9.3,4.16,6.67,9.09,11.51,19.83,3090535.0
20170524,9.49,9.12,4.06,6.6,9.09,11.51,19.83,3060612.0
20170523,9.58,9.11,4.01,6.61,9.09,11.51,19.83,3077993.5
20170522,9.56,9.24,4.14,7.05,9.09,11.51,19.83,3100424.0
20170519,9.47,9.39,4.18,7.22,9.09,11.51,19.83,3100891.5
20170518,9.67,9.33,4.16,6.7,9.09,11.51,19.83,3121040.5
20170517,9.97,9.45,4.11,6.61,9.09,11.51,19.83,3190572.5
20170516,10.06,9.41,4.1,6.64,9.09,11.51,19.83,3206378.5
20170515,10.15,9.22,4.06,6.48,9.09,11.51,19.83,3202617.0
20170512,10.24,9.25,4.06,6.45,9.09,11.51,19.83,3223042.5
20170511,10.27,9.19,4.04,6.45,9.09,11.51,19.83,3223601.5
20170510,10.17,9.12,4.1,6.58,9.09,11.51,19.83,3201292.0
20170509,10.29,9.3,4.22,6.7,9.09,11.51,19.83,3247465.0
20170508,10.35,9.14,4.18,6.66,9.09,11.51,19.83,3243789.0
20170505,10.28,9.47,4.21,6.8,9.09,11.51,19.83,3263539.5
20170504,10.32,9.53,4.25,6.87,9.09,11.51,19.83,3279830.5
20170503,10.29,9.49,4.29,6.86,9.09,11.51,19.83,3270246.5
20170502,10.31,9.68,4.3,6.95,9.09,11.51,19.83,3294288.0
20170428,10.24,9.79,4.33,6.99,9.09,11.51,19.83,3291271.5
20170427,10.24,9.86,4.28,6.99,9.09,11.51,19.83,3296911.0
20170426,10.21,9.8,4.3,6.97,9.09,11.51,19.83,3284970.0
20170425,10.28,9.66,4.31,6.97,9.09,11.51,19.83,3287011.0
20170424,10.39,9.83,4.32,6.95,9.09,11.51,19.83,3324585.5
20170421,10.72,10.13,4.46,7.16,9.09,11.51,19.83,3427970.5
20170420,10.69,10.18,4.46,7.14,9.09,11.51,19.83,3425653.0
20170419,10.65,10.2,4.44,7.24,9.09,11.51,19.83,3421910.0
20170418,10.61,10.36,4.52,7.24,9.09,11.51,19.83,3429046.0
20170417,10.94,10.58,4.56,7.38,9.09,11.51,19.83,3521843.0
20170414,10.91,10.54,4.57,7.37,9.09,11.51,19.83,3511869.0
20170413,11.11,10.83,4.67,7.63,9.09,11.51,19.83,3588425.5
20170412,11.21,10.92,4.64,7.8,9.09,11.51,19.83,3621922.0
20170411,11.01,10.58,4.67,7.47,9.09,11.51,19.83,3540463.0
20170410,10.98,10.5,4.67,7.16,9.09,11.51,19.83,3517765.0
20170407,11.07,10.71,4.77,7.2,9.09,11.51,19.83,3557763.5
20170406,11.12,10.88,4.69,7.22,9.09,11.51,19.83,3582948.0
20170405,10.85,10.96,4.74,7.29,9.09,11.51,19.83,3536996.0
20170331,10.45,10.8,4.69,7.12,9.09,11.51,19.83,3434070.0
20170330,10.6,10.77,4.79,6.9,9.09,11.51,19.83,3457124.5
20170329,11.01,10.59,4.68,6.98,9.09,11.51,19.83,3526791.5
20170328,11.09,10.65,4.69,6.97,9.09,11.51,19.83,3548572.5
20170327,11.22,10.61,4.64,6.99,9.09,11.51,19.83,3571838.5
20170324,11.21,10.52,4.65,6.98,9.09,11.51,19.83,3561512.0
20170323,11.06,10.38,4.58,6.97,9.09,11.51,19.83,3516673.0
20170322,11.18,10.37,4.52,6.97,9.09,11.51,19.83,3539834.5
20170321,11.11,10.5,4.53,7.06,9.09,11.51,19.83,3539855.0
20170320,11.05,10.38,4.55,7.01,9.09,11.51,19.83,3515413.0
20170317,11.22,10.38,4.54,7.0,9.09,11.51,19.83,3550173.0
20170316,11.34,10.62,4.59,7.05,9.09,11.51,19.83,3598727.0
20170315,11.19,10.45,4.54,7.02,9.09,11.51,19.83,3550852.5
20170314,11.26,10.39,4.55,6.98,9.09,11.51,19.83,3558881.5
20170313,11.23,10.51,4.58,7.02,9.09,11.51,19.83,3565043.5
20170310,11.19,10.5,4.61,6.96,9.09,11.51,19.83,3554455.0
20170309,11.29,10.46,4.61,7.02,9.09,11.51,19.83,3573361.0
20170308,11.41,10.61,4.68,7.03,9.09,11.51,19.83,3612888.5
20170307,11.33,10.74,4.58,7.06,9.09,11.51,19.83,3607609.0
20170306,11.36,10.85,4.59,7.04,9.09,11.51,19.83,3623232.5
20170303,11.43,10.44,4.56,6.99,9.09,11.51,19.83,3598994.0
20170302,11.54,10.59,4.63,7.04,9.09,11.51,19.83,3637651.5
20170301,11.7,10.79,4.66,7.03,9.09,11.51,19.83,3688831.5
20170228,11.73,10.19,4.63,7.05,9.09,11.51,19.83,3641341.5
20170227,11.77,10.15,4.62,7.06,9.09,11.51,19.83,3646197.5
20170224,11.74,10.35,4.68,7.1,9.09,11.51,19.83,3659937.5
20170223,11.7,10.27,4.64,7.1,9.09,11.51,19.83,3643949.5
20170222,11.82,10.17,4.67,7.16,9.09,11.51,19.83,3661994.5
20170221,11.94,10.17,4.67,7.13,9.09,11.51,19.83,3685934.5
20170220,11.91,10.0,4.67,7.11,9.09,11.51,19.83,3663850.0
20170217,11.75,9.76,4.64,7.03,9.09,11.51,19.83,3606376.0
20170216,12.08,9.79,4.79,7.11,9.09,11.51,19.83,3681731.5
20170215,11.98,9.74,4.68,7.05,9.09,11.51,19.83,3653309.0
20170214,11.76,9.81,4.76,7.01,9.09,11.51,19.83,3613898.5
20170213,11.66,9.82,4.77,7.04,9.09,11.51,19.83,3595127.0
20170210,11.63,9.72,4.8,7.02,9.09,11.51,19.83,3579722.0
20170209,11.49,9.75,4.51,7.01,9.09,11.51,19.83,3549367.5
20170208,11.45,9.69,4.42,7.02,9.09,11.51,19.83,3534826.5
20170207,11.34,9.67,4.4,6.94,9.09,11.51,19.83,3507599.5
20170206,11.37,9.65,4.43,6.96,9.09,11.51,19.83,3513002.5
20170203,11.18,9.56,4.41,6.92,9.09,11.51,19.83,3464126.0
20170126,11.2,9.57,4.38,6.99,9.09,11.51,19.83,3470874.5
20170125,11.37,9.59,4.38,6.84,9.09,11.51,19.83,3503361.5
20170124,11.4,9.57,4.4,6.83,9.09,11.51,19.83,3507734.5
20170123,11.38,9.67,4.4,6.86,9.09,11.51,19.83,3513479.5
20170120,11.3,9.69,4.39,6.84,9.09,11.51,19.83,3497986.5
20170119,11.28,9.55,4.36,6.8,9.09,11.51,19.83,3479677.5
20170118,11.17,9.42,4.4,6.78,9.09,11.51,19.83,3445147.0
20170117,11.06,9.5,4.38,6.8,9.09,11.51,19.83,3429905.0
20170116,11.17,9.4,4.35,6.75,9.09,11.51,19.83,3441800.0
20170113,11.11,9.9,4.51,6.95,9.09,11.51,19.83,3482385.0
20170112,11.07,9.97,4.55,6.99,9.09,11.51,19.83,3482114.5
20170111,11.04,10.06,4.6,7.03,9.09,11.51,19.83,3485841.0
20170110,11.33,10.05,4.68,7.1,9.09,11.51,19.83,3548112.5
20170109,11.49,10.08,4.74,7.17,9.09,11.51,19.83,3586808.0
20170106,11.42,10.07,4.76,7.15,9.09,11.51,19.83,3571079.5
20170105,11.2,10.04,4.76,6.98,9.09,11.51,19.83,3517744.0
20170104,11.15,10.12,4.76,6.96,9.09,11.51,19.83,3513982.0
20170103,11.11,9.86,4.75,6.92,9.09,11.51,19.83,3481011.0
20161230,11.01,9.84,4.67,6.87,9.09,11.51,19.83,3455974.0
20161229,10.9,9.85,4.64,6.85,9.09,11.51,19.83,3433112.5
20161228,11.11,9.87,4.74,6.91,9.09,11.51,19.83,3481479.5
20161227,11.19,9.9,4.78,6.92,9.09,11.51,19.83,3501555.0
20161226,10.98,9.95,4.8,6.95,9.09,11.51,19.83,3463737.5
20161223,10.86,9.88,4.88,6.95,9.09,11.51,19.83,3433648.0
20161222,10.95,9.89,4.9,7.05,9.09,11.51,19.83,3456436.5
20161221,10.65,9.89,4.85,7.06,9.09,11.51,19.83,3393986.5
20161220,10.54,9.83,4.76,6.94,9.09,11.51,19.83,3361055.5
20161219,10.57,9.81,4.9,7.0,9.09,11.51,19.83,3369088.5
20161216,10.45,9.91,4.87,6.86,9.09,11.51,19.83,3348643.5
20161215,10.16,9.89,4.85,6.9,9.09,11.51,19.83,3287756.5
